2568857825,1584106808
2568857825,457728637
2568857825,2168415412
218342185,78598378
218342185,221379912
984586015,291972556
984586015,297124905
2532489048,54837666
634964760,54837666
634964760,1895195947
2570186883,54837666
2570186883,925042686
1895195947,57384804
1895195947,2531194285
1895195947,2488974288
1895195947,192629085
1895195947,273216391
1895195947,2513030970
1895195947,2558451016
1895195947,2570031521
1895195947,547897508
1895195947,265545240
1895195947,1199191586
1895195947,1415776814
1895195947,2392021854
1895195947,2264549296
1895195947,477534590
1895195947,2531372664
1895195947,1068847219
1895195947,914854934
1895195947,1411424238
1895195947,2531272770
1895195947,157883615
1895195947,2301616502
1895195947,2231749961
1895195947,945116653
1895195947,534122115
1895195947,345159720
1895195947,453723348
1895195947,311623106
1895195947,2167336861
1895195947,1135161234
1895195947,265547360
1895195947,748288704
1895195947,2455207552
1895195947,426088047
1895195947,908956538
1895195947,862277491
1895195947,52096506
1895195947,458710122
1895195947,212084981
1895195947,2299265379
1895195947,2506305612
1895195947,2531817618
1895195947,1172235157
1895195947,407444317
1895195947,710108896
1895195947,2296223107
1895195947,41397576
273216391,54837666
2513030970,54837666
477534590,54837666
131822922,230421055
131822922,291972556
86827273,291972556
86827273,849520898
109670729,78598378
109670729,137056623
109670729,291972556
109670729,230421055
2567515295,2449922472
2567515295,1715125316
78598378,18979962
78598378,2367911
78598378,81191380
78598378,108280622
78598378,154519365
78598378,85452649
78598378,145429546
78598378,61375153
78598378,142696793
78598378,75870003
78598378,115833820
78598378,180502452
78598378,46896918
2438593561,24416316
2438593561,1181059135
2438593561,2324917405
180502452,138886151
180502452,226515407
2304891050,2532409500
2304891050,2532430730
121811715,383272345
121811715,2518865954
121811715,271475828
121811715,964880227
230421055,398714008
230421055,70021987
230421055,245816235
230421055,61375153
230421055,2312215918
230421055,46896918
436229017,2235207248
2443017820,39340804
2443017820,154519365
2381587875,54837666
2381587875,925042686
1676800584,925042686
1676800584,591732724
2260701138,54837666
2260701138,163075938
2260701138,297124905
2260701138,291972556
277180205,271475828
2518865954,925042686
2518865954,292837433
303291881,2235207248
54837666,57384804
54837666,52096506
54837666,2531194285
54837666,2488974288
54837666,562912303
54837666,2558451016
54837666,2570031521
54837666,1331009185
54837666,1068847219
54837666,547897508
54837666,265545240
54837666,1199191586
54837666,1415776814
54837666,2532392647
54837666,2528800812
54837666,2392021854
54837666,945116653
54837666,2570263948
54837666,2531372664
54837666,2531817618
54837666,2570247160
54837666,2570354553
54837666,1411424238
54837666,2532430730
54837666,2531272770
54837666,157883615
54837666,2231749961
54837666,2264549296
54837666,768227683
54837666,534122115
54837666,345159720
54837666,453723348
54837666,30869959
54837666,2506305612
54837666,1135161234
54837666,2532354840
54837666,192629085
54837666,549417679
54837666,748288704
54837666,2455207552
54837666,426088047
54837666,2569426702
54837666,908956538
54837666,464141254
54837666,862277491
54837666,2569636498
54837666,458710122
54837666,212084981
54837666,2299265379
54837666,311623106
54837666,265547360
54837666,2301616502
54837666,1172235157
54837666,407444317
54837666,2167336861
54837666,2296223107
54837666,41397576
54837666,710108896
270957052,1584106808
2231764297,291972556
2231764297,297124905
2231764297,252104868
2570262069,591732724
849520898,1262622745
849520898,82243231
19405774,21758143
91274231,221379912
91274231,1537445646
2269421607,78461093
112878476,142696793
112878476,70021987
112878476,19559692
112878476,297124905
1715125316,2532487142
1715125316,344998189
1715125316,2570337129
1715125316,2570354553
1715125316,2532533341
79963913,271475828
479245046,1176702475
479245046,297124905
553613442,785539429
553613442,320742970
155999283,414667836
14423603,1337915606
82243231,269681736
2570247160,591732724
100220864,2296223107
2168415412,560305806
2168415412,221379912
2168415412,629085938
925042686,2532409500
24681779,21758143
162750476,21758143
162750476,193234037
252104868,297124905
252104868,291972556
137056623,2356886552
137056623,234590305
137056623,122764720
137056623,86584390
137056623,2163620169
137056623,53207221
137056623,291972556
1331009185,591732724
1247000905,85452649
1493478936,2312215918
1493478936,297124905
46896918,115833820
51589111,291972556
51589111,297124905
430885477,19559692
964880227,271475828
2570263948,591732724
122764720,2350341051
1181059135,39340804
98977944,271475828
17941804,1537445646
30869959,591732724
134552406,221379912
78461093,291972556
549417679,591732724
18979962,21758143
718022762,634847847
718022762,1205773280
718022762,1079404754
718022762,2235207248
785539429,2350341051
785539429,320742970
2570401007,221379912
36483808,271475828
108280622,1275810296
812727967,457728637
2506839308,291972556
2506839308,147562565
600126522,85452649
75870003,291972556
1337915606,85452649
414667836,163075938
85452649,524667128
85452649,2367637476
85452649,1546777802
85452649,457728637
85452649,2367911
85452649,353514773
85452649,424787224
1949817667,1584106808
2569636498,591732724
39340804,2461880769
350884062,221379912
226515407,229319409
291972556,234590305
291972556,510241616
194333435,297124905
560305806,457728637
18222378,245816235
18222378,409300519
1205773280,634847847
1205773280,1387419408
768227683,591732724
2461880769,1079404754
2532354840,930456511
187429274,1537445646
53207221,2350341051
2532406316,591732724
562912303,591732724
2296223107,79293791
1230063518,2235207248
2529758732,292837433
1584106808,268408823
135628775,457728637
221379912,1266468632
221379912,35518242
2532392647,591732724
2528800812,591732724
242946772,1537445646
145429546,96687193
271475828,395939764
1537445646,460910822
